date,time,ng,nf,sg,sf,remarks
1,0:44,2,6,0,0,17
2,4:41,2,6,0,0,15
3,3:46,3,7,0,0,24
4,3:32,1,8,0,0,19
5,3:35,1,21,0,0,23
6,3:19,1,37,0,0,26
7,,,,,,M
8,,,,,,R
9,1:16,1,36,0,0,30
10,5:34,1,27,1,3,25
11,,,,,,C
12,3:10,3,12,0,0,29
13,,,,,,C
14,4:10,5,14,0,0,40
15,2:50,5,17,0,0,42
16,1:28,4,19,0,0,38
17,,,,,,R
18,,,,,,R
19,3:21,3,19,1,1,35
20,,,,,,M
21,6:24,4,14,0,0,32
22,,,,,,C
23,3:47,0,0,2,7,15
24,,,,,,R
25,7:57,1,3,1,11,25
26,0:02,1,6,1,19,34
27,6:45,1,6,2,18,38
28,2:57,1,5,2,20,36
29,4:10,1,8,2,21,38
30,1:43,1,4,2,21,32
31,2:07,2,5,2,10,31
