date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,2:30,1,21,2,7,肉眼黒点＝2
4,,,,,,C
5,,,,,,R
6,,,,,,C
7,,,,,,M
8,3:10,3,10,1,5,
9,3:03,3,14,1,1,
10,5:54,3,10,0,0,
11,,,,,,R
12,,,,,,C
13,,,,,,C
14,,,,,,R
15,2:50,0,0,1,4,
16,3:33,2,3,2,4,
17,5:00,2,10,0,0,
18,3:13,3,26,0,0,
19,5:50,1,36,0,0,肉眼黒点＝1
20,3:18,4,53,1,2,肉眼黒点＝1
21,3:17,2,59,1,6,肉眼黒点＝1
22,3:20,2,63,1,2,肉眼黒点＝1
23,,,,,,R
24,,,,,,M　肉眼黒点＝1
25,1:50,4,66,1,2,肉眼黒点＝1
26,,,,,,M
27,,,,,,M
28,3:17,4,24,2,12,
29,,,,,,C
30,,,,,,R
31,2:50,1,3,2,22,
