date,time,ng,nf,sg,sf,remarks
1,,,,,,C-R
2,2:31,1,8,1,8,
3,,,,,,C
4,2:21,1,4,1,10,
5,2:34,1,5,1,2,
6,2:14,1,3,1,2,
7,,,,,,C
8,,,,,,R-C
9,,,,,,C
10,,,,,,C
11,4:45,0,0,1,14,
12,2:52,0,0,2,21,
13,2:30,0,0,2,23,
14,6:23,0,0,1,20,
15,3:06,0,0,2,22,
16,4:30,1,1,2,13,
17,2:32,1,2,1,9,
18,2:30,2,8,1,4,
19,,,,,,R
20,2:20,1,2,0,0,
21,2:30,1,2,1,2,
22,2:35,1,3,3,10,
23,5:23,3,10,2,16,
24,5:40,5,11,1,16,
25,3:02,5,12,2,15,
26,2:39,4,8,2,16,
27,3:19,5,9,2,20,
28,2:50,3,6,1,13,
29,,,,,,C
30,2:23,2,4,2,17,
31,3:22,0,0,2,9,
