date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,4:05,4,10,4,7,
3,,,,,,R-C
4,3:12,3,19,4,22,
5,6:20,6,30,5,22,
6,6:50,6,48,5,28,
7,,,,,,R-C
8,,,,,,C
9,2:20,8,40,6,18,
10,4:51,9,45,5,11,
11,2:36,10,55,3,7,
12,3:28,11,93,3,5,
13,,,,,,M
14,,,,,,M
15,,,,,,R
16,6:05,8,105,0,0,
17,3:18,7,120,1,2,
18,5:15,6,100,1,2,
19,,,,,,C
20,3:23,7,87,1,18,
21,3:24,5,47,2,26,
22,,,,,,C
23,3:00,2,9,3,59,
24,4:21,2,15,3,77,
25,3:13,3,23,4,93,
26,3:41,4,36,5,131,
27,,,,,,R
28,,,,,,M
29,3:15,3,56,6,74,
30,3:27,5,65,7,82,
31,6:00,5,50,6,53,
