date,time,ng,nf,sg,sf,remarks
1,3:08,0,0,0,0,0
2,1:09,0,0,0,0,0
3,1:25,0,0,0,0,0
4,1:54,0,0,0,0,0
5,,,,,,S
6,0:47,0,0,0,0,0
7,0:52,0,0,0,0,0
8,1:00,0,0,0,0,0
9,2:04,0,0,0,0,0
10,1:52,1,1,0,0,0
11,1:03,0,0,0,0,0
12,1:40,0,0,0,0,0
13,2:58,0,0,1,8,13
14,,,,,,C
15,,,,,,C
16,,,,,,R
17,2:24,0,0,1,3,8
18,,,,,,R
19,2:24,0,0,1,3,10
20,,,,,,C
21,1:28,0,0,1,4,8
22,,,,,,R
23,2:10,0,0,0,0,0
24,0:27,0,0,0,0,7
25,1:43,0,0,0,0,0
26,1:33,0,0,0,0,0
27,1:26,0,0,0,0,7
28,3:40,0,0,0,0,0
29,,,,,,R
