date,time,ng,nf,sg,sf,remarks
1,3:10,1,16,0,0,23
2,3:09,1,12,0,0,18
3,3:11,1,4,0,0,22
4,3:25,1,6,0,0,22
5,3:37,2,5,0,0,23
6,,,,,,R
7,,,,,,M
8,,,,,,C
9,8:13,1,11,0,0,16
10,,,,,,R
11,,,,,,C
12,,,,,,R
13,,,,,,R
14,,,,,,M
15,3:17,1,13,3,12,43
16,3:20,1,4,3,19,39
17,3:19,0,0,3,10,23
18,3:16,0,0,3,24,29
19,3:30,0,0,4,21,36
20,2:42,0,0,4,9,26
21,,,,,,C
22,3:13,1,2,2,9,27
23,3:14,1,4,1,3,19
24,,,,,,M
25,3:13,2,14,1,2,33
26,3:18,2,22,1,1,30
27,,,,,,M
28,3:13,2,21,0,0,26
29,3:16,3,14,0,0,20
30,3:10,3,8,0,0,27
31,3:20,3,12,0,0,34
