date,time,ng,nf,sg,sf,remarks
1,1:50,0,0,0,0,
2,2:25,0,0,0,0,
3,3:10,0,0,0,0,
4,2:10,0,0,0,0,
5,2:26,0,0,0,0,
6,1:03,0,0,0,0,
7,1:16,0,0,0,0,
8,1:05,0,0,0,0,
9,3:38,0,0,0,0,
10,4:48,0,0,0,0,
11,2:09,0,0,0,0,
12,1:50,0,0,0,0,
13,3:43,0,0,1,7,
14,0:56,0,0,1,14,
15,-8,0,0,1,18,
16,,,,,,M
17,2:31,0,0,1,19,
18,2:20,0,0,1,18,
19,1:15,0,0,1,15,
20,2:33,1,2,2,34,
21,0:56,1,7,2,32,
22,1:44,1,5,2,24,
23,2:04,1,2,1,22,
24,,,,,,C
25,1:15,1,3,1,5,
26,1:41,0,0,0,0,
27,2:35,0,0,0,0,
28,4:26,0,0,0,0,
29,4:00,0,0,0,0,
30,1:00,0,0,0,0,
31,4:12,0,0,0,0,
