date,time,ng,nf,sg,sf,remarks
1,2:06,4,19,5,11,
2,1:33,5,27,3,4,
3,2:21,7,31,2,3,
4,,,,,,C
5,,,,,,M
6,2:00,8,57,1,3,
7,,,,,,M
8,,,,,,C
9,,,,,,M
10,2:52,4,46,2,9,
11,3:05,6,55,2,5,
12,3:40,4,28,1,2,
13,3:43,5,23,1,5,
14,3:22,4,28,1,2,
15,1:30,4,35,0,0,
16,3:35,4,29,1,2,
17,,,,,,M
18,3:41,1,63,1,3,肉眼黒点＝2
19,3:35,2,94,2,3,肉眼黒点＝2
20,,,,,,M
21,3:30,4,152,2,4,肉眼黒点＝2
22,,,,,,C
23,4:10,4,145,2,3,肉眼黒点＝2
24,,,,,,M
25,3:38,3,90,2,5,肉眼黒点＝1
26,3:10,3,80,4,15,肉眼黒点＝1
27,3:28,6,68,4,19,
28,3:50,6,21,6,23,
29,3:44,3,10,9,29,肉眼黒点＝1
30,,,,,,R
