date,time,ng,nf,sg,sf,remarks
1,2:26,0,0,1,16,
2,2:47,0,0,1,15,
3,,,,,,C
4,2:37,0,0,2,2,
5,3:01,0,0,2,6,
6,,,,,,C-R
7,5:40,0,0,5,16,
8,4:21,0,0,1,4,
9,3:15,0,0,1,1,
10,2:37,0,0,0,0,
11,,,,,,C
12,3:10,0,0,0,0,
13,2:48,0,0,1,9,
14,3:59,0,0,1,19,
15,2:26,0,0,1,31,
16,2:41,0,0,1,35,
17,1:17,0,0,1,33,
18,,,,,,M
19,2:36,0,0,1,27,
20,3:06,0,0,3,34,
21,3:47,0,0,2,24,
22,3:10,0,0,2,26,
23,,,,,,M
24,3:45,0,0,2,13,
25,3:52,0,0,3,14,
26,2:50,0,0,2,9,
27,2:09,0,0,1,5,
28,2:15,0,0,2,5,
29,3:35,0,0,2,4,
30,1:44,1,3,2,10,
