date,time,ng,nf,sg,sf,remarks
1,2:00,4,25,0,0,
2,2:42,4,22,0,0,
3,,,,,,C
4,2:38,4,20,1,1,
5,,,,,,C-R
6,3:25,3,13,0,0,
7,0:37,3,10,0,0,
8,2:03,3,16,0,0,
9,2:37,3,13,0,0,
10,2:41,2,5,1,1,
11,3:26,1,2,1,2,
12,1:55,0,0,1,2,
13,3:14,1,2,1,2,
14,1:30,1,2,1,1,
15,3:00,1,4,1,3,
16,2:00,1,5,1,4,
17,,,,,,C
18,1:34,1,10,1,6,
19,2:06,2,9,2,19,
20,0:33,2,8,3,15,
21,0:58,2,9,1,2,
22,2:31,1,6,0,0,
23,,,,,,C
24,,,,,,M
25,3:20,1,2,0,0,
26,2:17,0,0,0,0,
27,,,,,,S
28,3:08,2,11,0,0,
29,4:30,1,8,1,10,
