date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,3:00,3,16,4,71,肉眼黒点＝1
4,3:20,3,11,4,78,肉眼黒点＝1
5,3:18,1,2,4,70,肉眼黒点＝1
6,3:16,2,3,6,63,肉眼黒点＝1
7,,,,,,R
8,3:12,1,2,4,43,
9,8:10,1,2,3,35,
10,3:14,1,3,2,40,
11,6:13,1,6,2,34,
12,3:14,2,9,2,42,
13,8:14,2,18,2,24,
14,3:14,3,23,2,21,
15,6:40,3,43,2,6,
16,3:20,3,71,4,17,
17,4:06,3,51,5,17,肉眼黒点＝1
18,2:20,4,59,3,12,
19,3:20,4,70,1,2,
20,3:10,5,73,0,0,
21,3:13,7,74,0,0,
22,,,,,,R
23,,,,,,C
24,3:30,5,48,4,18,
25,,,,,,C
26,,,,,,R
27,3:12,4,40,3,10,
28,3:20,3,17,3,19,
29,3:08,2,15,4,16,
30,3:14,5,21,4,21,
31,2:10,3,14,4,20,
