date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,16:20,0,0,0,0,
4,10:25,1,3,0,0,
5,7:45,1,3,0,0,
6,7:30,2,7,0,0,
7,15:50,2,19,0,0,
8,7:00,2,10,0,0,不確定
9,13:00,1,3,0,0,
10,7:15,1,3,0,0,
11,7:40,0,0,0,0,
12,7:05,0,0,0,0,
13,7:00,0,0,0,0,
14,8:20,0,0,0,0,
15,,,,,,C
16,,,,,,C
17,,,,,,R
18,,,,,,R
19,,,,,,R
20,11:55,0,0,0,0,
21,7:40,0,0,0,0,
22,6:50,1,1,0,0,
23,6:55,0,0,0,0,
24,7:30,0,0,1,1,
25,9:55,0,0,0,0,
26,7:05,0,0,0,0,
27,13:10,1,2,0,0,
28,,,,,,M
29,7:25,2,5,0,0,
30,8:05,2,8,0,0,
