date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,1:20,1,14,6,36,
3,1:43,3,17,5,16,
4,1:01,3,23,2,3,
5,3:41,4,20,3,12,
6,4:25,7,24,3,31,
7,2:37,6,20,4,50,
8,,,,,,C-R
9,,,,,,C-R
10,3:38,4,12,5,133,
11,,,,,,R
12,2:31,1,3,7,149,naked eye=1c
13,2:39,1,2,8,137,naked eye=1c
14,4:22,1,2,9,151,naked eye=1c
15,1:24,1,2,11,147,naked eye=1b
16,,,,,,S-R
17,0:42,1,10,9,119,naked eye=1c
18,5:07,1,15,10,110,naked eye=1c
19,1:59,2,24,9,102,naked eye=1c
20,3:00,2,16,8,110,
21,,,,,,M
22,,,,,,R
23,7:50,2,5,7,121,
24,,,,,,M
25,,,,,,R
26,4:43,2,5,10,151,naked eye=1a
27,,,,,,R
28,,,,,,R-C
29,2:22,3,26,8,100,
30,,,,,,C
31,,,,,,C
