date,time,ng,nf,sg,sf,remarks
1,4:30,0,0,2,7,
2,3:00,3,15,3,5,
3,,,,,,C
4,4:30,1,1,1,3,
5,4:20,0,0,1,3,
6,,,,,,M
7,2:22,0,0,1,11,
8,4:01,1,2,1,10,
9,3:08,0,0,2,15,
10,3:50,0,0,1,6,
11,,,,,,C
12,5:35,2,8,2,4,
13,3:50,2,13,1,1,
14,,,,,,M
15,,,,,,R
16,4:30,2,23,0,0,
17,4:00,2,18,1,2,
18,3:30,2,22,0,0,
19,4:19,2,23,0,0,
20,3:36,2,18,0,0,
21,5:50,2,12,0,0,
22,,,,,,M
23,4:10,2,7,1,1,
24,4:07,2,4,0,0,
25,2:00,0,0,0,0,
26,,,,,,C
27,,,,,,R
28,6:45,0,0,0,0,
29,,,,,,M
30,4:02,0,0,0,0,
31,1:50,0,0,0,0,
