date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:25,2,7,6,77,
3,2:05,2,4,4,65,
4,2:39,1,2,4,72,
5,3:47,2,3,4,40,
6,3:26,0,0,2,28,
7,3:07,0,0,3,26,
8,3:31,0,0,5,36,
9,2:41,0,0,5,39,
10,3:03,0,0,3,42,
11,2:55,1,2,3,54,
12,,,,,,M
13,3:11,2,4,5,71,
14,1:41,2,4,5,60,
15,,,,,,C
16,,,,,,R
17,,,,,,R
18,,,,,,C
19,0:53,4,13,2,5,
20,3:49,3,9,0,0,
21,,,,,,R
22,4:23,2,7,3,5,
23,2:43,3,9,3,5,
24,,,,,,C
25,-3,1,1,3,10,
26,0:29,2,2,4,14,
27,1:45,0,0,4,18,
28,,,,,,M
29,1:28,0,0,6,21,
30,2:03,0,0,5,8,
31,2:15,1,3,5,7,
