date,time,ng,nf,sg,sf,remarks
1,3:27,5,43,2,28,
2,2:12,4,43,2,27,
3,2:22,5,44,4,29,
4,,,,,,C
5,,,,,,C
6,2:51,5,31,6,422,
7,2:49,6,28,7,34,
8,3:01,6,16,5,22,
9,3:19,3,33,6,25,
10,,,,,,M
11,3:25,5,35,8,44,
12,3:44,4,29,8,59,
13,,,,,,C
14,3:24,7,86,7,55,
15,,,,,,C
16,3:00,7,100,5,50,
17,4:34,7,102,5,49,
18,3:36,7,135,4,47,
19,2:37,8,111,4,40,
20,3:18,7,145,2,38,
21,2:11,6,137,2,38,
22,1:32,9,148,6,36,
23,3:32,9,128,6,36,
24,2:18,10,106,5,22,
25,2:10,9,92,3,19,
26,0:54,8,87,6,37,
27,2:14,5,70,4,61,
28,4:27,6,64,4,57,
29,2:36,7,57,5,78,
30,3:21,5,40,6,72,
31,2:28,4,36,6,78,
