date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,6:10,2,16,3,6,
3,,,,,,R-C
4,,,,,,C
5,,,,,,C
6,,,,,,C
7,,,,,,R
8,,,,,,C
9,,,,,,R
10,2:50,2,18,4,13,
11,2:24,2,19,3,7,
12,2:53,2,12,1,4,
13,3:50,2,8,1,4,
14,2:13,2,6,1,4,
15,4:13,2,4,1,4,
16,,,,,,R
17,,,,,,R-C
18,,,,,,R-C
19,,,,,,M
20,3:31,2,11,0,0,
21,1:57,2,13,0,0,
22,,,,,,M
23,,,,,,R
24,4:10,1,1,0,0,
25,5:22,0,0,2,11,
26,2:30,0,0,2,19,
27,2:41,1,1,2,20,
28,2:58,1,2,2,24,
29,3:12,1,2,2,19,
30,3:16,3,8,1,10,
31,2:34,3,10,2,9,
