date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,2:54,4,60,1,8,
3,5:22,3,34,1,9,
4,,,,,,M
5,3:40,2,19,1,21,
6,6:03,2,10,1,11,
7,2:40,2,13,1,8,
8,2:46,2,11,2,11,
9,2:32,2,9,2,11,
10,2:35,2,5,1,3,
11,,,,,,M
12,,,,,,R
13,3:12,0,0,1,12,
14,2:20,0,0,2,23,
15,4:10,0,0,3,26,
16,2:55,0,0,2,20,
17,2:14,0,0,2,15,
18,4:18,0,0,2,7,
19,,,,,,M
20,2:18,2,9,3,26,
21,,,,,,C
22,,,,,,C
23,5:10,1,25,1,9,
24,3:53,1,29,2,11,
25,,,,,,C-R
26,4:07,3,30,0,0,
27,2:56,4,32,0,0,
28,2:24,4,28,1,4,
29,,,,,,M
30,,,,,,M
31,4:20,1,1,2,17,
