date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,3:29,4,50,2,16,
4,,,,,,S
5,,,,,,S
6,3:23,3,34,1,2,
7,3:15,2,20,0,0,
8,3:21,3,12,1,1,
9,3:18,1,1,4,15,
10,3:42,0,0,6,38,
11,2:30,2,3,7,63,
12,3:25,2,5,10,90,
13,3:25,2,8,11,100,
14,3:25,2,9,11,118,
15,,,,,,C
16,4:05,3,17,12,113,
17,3:20,2,21,12,88,
18,2:20,4,28,11,96,
19,3:30,3,38,12,70,
20,3:21,2,26,9,49,
21,3:23,1,22,7,55,
22,3:19,3,21,8,41,
23,,,,,,C
24,3:17,2,4,4,27,
25,4:00,1,2,7,60,
26,3:23,0,0,6,87,
27,3:30,2,6,9,129,肉眼黒点＝1
28,3:25,1,9,9,130,肉眼黒点＝1
29,3:25,1,13,9,123,肉眼黒点＝1
30,,,,,,C
31,,,,,,R
