date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C-R
3,,,,,,M
4,13:00,5,124,2,20,
5,14:35,6,108,2,10,
6,13:10,5,69,2,8,
7,,,,,,C
8,,,,,,C
9,12:20,5,59,2,9,
10,13:50,6,41,2,4,
11,13:30,5,45,2,2,
12,,,,,,C
13,,,,,,M
14,15:00,5,56,1,3,
15,,,,,,M
16,12:40,5,59,2,4,
17,13:30,5,57,1,3,
18,13:45,8,72,1,2,
19,15:05,7,86,2,5,
20,13:45,7,72,3,5,
21,15:45,5,57,5,14,
22,15:30,6,62,6,23,
23,12:30,5,34,7,21,
24,13:15,5,22,3,7,
25,,,,,,M
26,,,,,,M
27,15:05,3,32,3,8,
28,,,,,,M
29,,,,,,C
30,13:30,2,50,2,4,
31,11:40,2,41,2,3,
