date,time,ng,nf,sg,sf,remarks
1,,,,,,S
2,10:15,2,19,3,8,
3,10:40,3,6,2,3,
4,12:50,2,3,1,1,
5,7:50,2,11,1,1,
6,,,,,,M
7,,,,,,C
8,,,,,,R
9,12:00,3,30,1,1,
10,12:30,4,43,4,12,
11,,,,,,C
12,12:10,6,40,3,21,
13,13:20,6,32,4,21,
14,7:05,6,23,4,29,
15,7:10,4,21,5,35,
16,7:20,5,33,4,39,
17,13:05,8,36,4,35,
18,14:00,8,17,3,25,
19,,,,,,C
20,13:00,6,19,5,11,
21,8:15,6,27,4,10,
22,7:40,4,29,4,10,
23,,,,,,C
24,9:40,4,31,2,3,
25,,,,,,R
26,12:30,3,23,0,0,
27,7:40,3,26,2,9,
28,13:20,3,14,2,14,
29,13:20,2,4,1,7,
30,8:15,2,7,2,15,
