date,time,ng,nf,sg,sf,remarks
1,4:00,4,18,5,36,
2,,,,,,M
3,2:54,6,15,5,38,
4,2:57,6,12,6,29,
5,3:53,5,48,7,49,
6,5:07,5,36,9,48,
7,,,,,,M
8,3:07,7,58,9,53,
9,4:40,6,55,6,27,
10,3:06,9,67,8,25,
11,,,,,,M
12,3:10,10,74,5,18,
13,4:40,12,62,6,22,
14,3:51,14,89,7,32,
15,2:15,12,72,5,45,
16,3:31,10,72,5,51,
17,3:23,7,60,5,56,
18,4:40,6,49,4,26,
19,3:46,7,50,7,28,
20,2:58,6,27,5,26,
21,5:40,6,20,4,14,
22,3:37,2,11,3,18,
23,2:10,4,16,3,23,
24,3:06,4,18,5,19,
25,3:09,5,23,3,16,
26,2:32,3,34,4,15,
27,3:14,3,35,7,29,
28,3:22,5,51,5,40,
29,3:25,6,63,5,44,
30,,,,,,M
31,3:40,10,80,3,24,
