date,time,ng,nf,sg,sf,remarks
1,3:10,1,3,0,0,
2,2:20,2,2,1,1,
3,2:43,1,4,1,2,
4,3:06,1,3,2,7,
5,2:28,3,14,0,0,
6,2:31,1,11,1,1,
7,,,,,,R
8,3:26,1,2,1,1,
9,2:30,0,0,0,0,
10,,,,,,C
11,,,,,,R-C
12,3:50,0,0,0,0,
13,2:05,0,0,0,0,
14,3:10,0,0,0,0,
15,3:15,0,0,0,0,
16,3:37,0,0,0,0,
17,3:16,0,0,0,0,
18,2:50,0,0,0,0,
19,,,,,,C-R
20,,,,,,M
21,3:47,0,0,1,4,
22,,,,,,M
23,,,,,,R
24,,,,,,R
25,3:30,0,0,1,2,
26,5:00,0,0,1,2,
27,3:25,0,0,1,2,
28,2:16,0,0,1,2,
29,3:47,1,2,0,0,
30,2:50,2,6,1,5,
31,2:25,1,2,0,0,
