date,time,ng,nf,sg,sf,remarks
1,2:03,0,0,0,0,
2,3:32,0,0,1,2,
3,2:30,0,0,1,2,
4,,,,,,S-C
5,2:20,1,4,0,0,
6,4:50,1,4,0,0,
7,2:37,1,8,1,1,
8,4:09,1,8,2,11,
9,3:36,1,14,1,14,
10,2:56,1,13,2,21,
11,,,,,,C
12,2:47,1,7,2,33,
13,3:10,1,3,2,32,
14,2:29,1,7,2,35,
15,5:10,1,4,2,24,
16,2:30,0,0,2,27,
17,,,,,,R
18,3:31,0,0,2,18,
19,,,,,,M
20,,,,,,C
21,3:38,0,0,2,17,
22,,,,,,R
23,,,,,,R
24,2:09,1,22,2,13,
25,2:44,2,23,2,9,
26,3:10,1,9,1,10,
27,3:15,1,5,1,5,
28,,,,,,R
29,3:07,1,6,1,1,
30,2:44,0,0,0,0,
31,,,,,,M
