date,time,ng,nf,sg,sf,remarks
1,5:14,8,,2,,M
2,4:44,10,45,5,38,
3,1:50,8,32,8,57,
4,4:13,6,22,5,49,
5,3:23,5,20,4,40,
6,2:17,3,13,4,39,
7,4:17,2,6,4,33,
8,3:09,3,6,7,25,
9,2:01,3,7,8,32,
10,2:32,5,22,7,29,
11,4:38,5,35,6,38,
12,,,,,,R
13,,,,,,C
14,,,,,,C
15,5:02,5,90,7,24,
16,4:51,5,83,6,24,
17,2:53,7,100,4,24,
18,3:13,7,99,5,33,
19,4:42,7,63,3,24,
20,,,,,,C
21,,,,,,M
22,4:03,8,56,5,33,
23,,,,,,C
24,,,,,,S
25,1:45,9,53,8,51,
26,2:21,7,40,7,54,
27,,,,,,C
28,,,,,,C
29,2:21,9,53,6,80,
30,4:59,8,51,6,70,
31,1:13,10,51,6,60,
