date,time,ng,nf,sg,sf,remarks
1,3:54,6,66,7,63,
2,,,,,,M
3,3:47,7,62,10,55,
4,0:10,8,72,8,30,
5,2:08,10,64,9,26,
6,0:56,12,80,10,30,
7,,,,,,M
8,2:49,9,107,7,41,
9,2:48,9,114,8,53,
10,2:10,11,108,10,61,
11,1:18,11,90,9,71,
12,4:00,9,75,7,72,
13,3:23,7,45,7,64,
14,,,,,,M
15,2:30,5,13,5,35,
16,3:14,3,8,4,31,
17,3:30,3,12,4,18,
18,3:24,3,9,4,22,
19,,,,,,M
20,3:56,2,4,2,10,
21,1:38,3,6,3,12,
22,2:35,4,6,5,16,
23,4:04,3,15,4,17,
24,3:30,2,12,3,10,
25,1:10,2,16,3,9,
26,2:49,2,22,6,17,
27,3:05,2,22,7,30,
28,3:50,5,26,8,40,
29,,,,,,M
30,2:22,6,27,6,32,
31,,,,,,C
