date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,M
3,2:48,1,3,0,0,
4,2:35,2,9,0,0,
5,3:10,2,6,0,0,
6,,,,,,M
7,,,,,,C
8,,,,,,M
9,0:05,1,8,1,1,
10,,,,,,C
11,,,,,,R
12,0:34,1,2,1,3,
13,0:51,1,2,1,8,
14,3:37,0,0,0,0,
15,,,,,,M
16,3:41,0,0,0,0,
17,4:02,1,8,0,0,
18,1:31,2,13,0,0,
19,2:49,2,24,0,0,
20,3:13,2,29,0,0,
21,3:28,2,32,1,3,
22,,,,,,R-C
23,1:41,2,35,2,12,
24,,,,,,C
25,2:43,3,26,2,17,
26,3:17,2,13,3,9,
27,3:11,2,14,4,11,
28,,,,,,C
29,,,,,,C
30,2:52,2,6,4,18,
31,3:09,1,12,2,8,
