date,time,ng,nf,sg,sf,remarks
1,2:20,1,2,2,25,
2,,,,,,R
3,2:24,2,9,1,6,
4,2:40,2,11,3,7,
5,2:29,2,6,2,6,
6,3:01,2,3,2,5,
7,,,,,,C
8,3:50,0,0,3,20,
9,2:55,0,0,4,17,
10,2:20,0,0,2,12,
11,4:50,0,0,2,6,
12,3:20,0,0,2,4,
13,,,,,,C
14,4:35,0,0,0,0,
15,,,,,,M
16,,,,,,C
17,,,,,,C
18,,,,,,R-C
19,,,,,,R
20,3:00,0,0,2,9,
21,3:07,0,0,2,12,
22,3:40,1,1,2,16,
23,,,,,,C-R
24,2:53,1,9,2,16,
25,3:05,1,10,1,7,
26,,,,,,C
27,,,,,,C
28,,,,,,C-R
29,3:00,1,2,3,14,
30,3:02,1,2,3,8,
31,2:45,1,2,3,5,
