date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,3:58,6,29,7,30,
3,3:03,6,18,5,17,
4,3:12,6,14,5,19,
5,,,,,,C
6,2:29,4,16,2,12,
7,,,,,,M
8,,,,,,M
9,,,,,,M
10,4:30,3,10,7,50,
11,4:16,3,5,8,55,
12,2:30,3,6,8,49,
13,4:01,3,8,10,62,
14,2:40,3,4,8,69,
15,,,,,,C
16,,,,,,C
17,,,,,,S
18,,,,,,S-R
19,2:20,2,14,3,19,
20,2:02,4,35,4,11,
21,,,,,,R
22,0:40,5,29,4,9,
23,,,,,,R
24,2:30,6,42,3,15,
25,1:47,7,49,2,18,
26,,,,,,C
27,,,,,,C
28,,,,,,C
29,,,,,,C
30,2:35,1,45,5,45,naked eye=2b
31,1:44,1,44,6,47,naked eye=2c
