date,time,ng,nf,sg,sf,remarks
1,13:00,9,65,4,19,
2,8:35,7,59,5,15,
3,11:55,6,47,5,25,
4,14:30,9,70,4,18,
5,,,,,,M
6,8:30,8,92,4,13,
7,,,,,,C
8,,,,,,C
9,14:00,7,104,4,25,
10,,,,,,M
11,,,,,,C
12,12:30,6,90,5,13,
13,12:30,6,99,6,13,
14,14:45,5,66,5,16,
15,,,,,,M
16,13:15,4,37,2,4,
17,,,,,,M
18,,,,,,.R
19,12:25,5,51,2,8,
20,13:05,5,53,2,9,
21,13:15,6,48,3,15,
22,10:50,5,60,3,25,
23,12:20,7,65,5,43,
24,13:30,6,58,6,52,
25,16:55,4,92,6,71,
26,13:20,6,66,8,47,
27,,,,,,M
28,,,,,,C
29,15:00,5,34,3,37,
30,8:10,5,44,3,40,
