date,time,ng,nf,sg,sf,remarks
1,3:05,2,8,4,56,
2,,,,,,R
3,,,,,,M
4,3:06,1,1,7,81,
5,,,,,,C
6,2:40,0,0,5,63,
7,0:00,1,5,5,43,
8,,,,,,R
9,1:52,2,11,3,17,
10,4:15,3,20,3,11,
11,0:07,3,29,2,6,
12,0:00,4,31,2,7,
13,0:03,5,56,2,10,
14,3:47,5,59,2,16,
15,0:31,6,68,1,12,
16,5:24,6,61,1,17,
17,2:30,9,59,2,17,
18,0:08,6,46,1,21,
19,,,,,,C
20,,,,,,R
21,0:16,4,20,2,10,
22,0:34,5,21,2,5,
23,2:44,5,33,1,3,
24,4:12,3,28,1,9,
25,,,,,,M
26,,,,,,C-R
27,5:44,7,69,3,21,
28,1:40,6,74,3,24,
29,1:30,5,81,5,21,
30,,,,,,M
