date,time,ng,nf,sg,sf,remarks
1,2:35,0,0,1,5,
2,3:04,0,0,0,0,
3,,,,,,R
4,2:14,0,0,1,4,
5,2:12,0,0,1,4,
6,2:40,0,0,2,6,
7,2:22,1,1,1,15,
8,2:41,1,2,2,18,
9,2:13,1,4,1,24,
10,3:31,1,2,1,32,
11,,,,,,C
12,2:30,0,0,1,42,
13,,,,,,R
14,2:16,1,1,1,44,
15,3:00,0,0,1,26,
16,2:13,0,0,1,21,
17,2:10,0,0,1,6,
18,4:30,0,0,1,2,
19,2:30,0,0,0,0,
20,,,,,,M
21,4:13,0,0,0,0,
22,,,,,,C-R
23,5:06,0,0,0,0,
24,2:15,0,0,0,0,
25,,,,,,C
26,3:29,0,0,0,0,
27,2:52,0,0,0,0,
28,,,,,,C
29,,,,,,C
30,5:15,0,0,0,0,
31,,,,,,C
