date,time,ng,nf,sg,sf,remarks
1,0:14,2,8,1,7,
2,4:24,4,10,2,13,
3,4:14,2,8,1,7,
4,0:50,3,8,1,11,
5,3:41,3,5,4,19,
6,3:53,3,6,2,18,
7,1:43,2,3,2,32,
8,,,,,,C
9,0:50,1,1,2,44,
10,3:59,3,11,2,41,
11,,,,,,M
12,0:08,3,13,1,25,
13,0:27,5,15,3,24,
14,0:38,5,16,3,27,
15,0:55,3,17,3,20,
16,2:27,3,8,2,8,
17,,,,,,C
18,0:00,2,17,1,4,
19,2:19,2,9,1,7,
20,,,,,,M
21,,,,,,M
22,0:01,0,0,3,11,
23,0:04,1,5,2,10,
24,0:58,2,5,2,13,
25,0:14,3,6,3,17,
26,0:06,1,1,3,12,
27,3:41,2,12,3,11,
28,0:55,3,17,2,7,
29,0:06,3,23,2,5,
30,0:34,5,31,3,7,
31,0:06,7,35,2,14,
