date,time,ng,nf,sg,sf,remarks
1,14:10,2,6,0,0,
2,7:35,2,7,0,0,
3,,,,,,C
4,14:40,2,5,2,6,
5,7:35,2,6,2,10,
6,6:20,1,3,1,9,
7,7:50,0,0,1,10,
8,7:40,0,0,1,4,
9,12:15,0,0,0,0,
10,6:15,0,0,0,0,
11,12:20,0,0,0,0,
12,,,,,,R
13,6:20,0,0,0,0,
14,7:40,0,0,0,0,
15,11:45,0,0,0,0,
16,12:20,1,2,0,0,
17,,,,,,M
18,15:40,1,4,0,0,不確定
19,12:00,3,6,0,0,不確定
20,,,,,,M
21,,,,,,M
22,12:55,2,27,1,1,
23,,,,,,M
24,6:30,2,22,0,0,
25,,,,,,R
26,11:35,3,11,0,0,
27,6:30,3,12,0,0,
28,6:10,2,9,0,0,
29,13:05,3,13,0,0,
30,6:40,2,12,0,0,
31,18:00,2,7,0,0,
