date,time,ng,nf,sg,sf,remarks
1,2:13,3,18,0,0,
2,,,,,,M
3,,,,,,C
4,,,,,,C-R
5,4:17,0,0,0,0,
6,3:40,0,0,0,0,
7,4:00,0,0,0,0,
8,3:06,0,0,0,0,
9,,,,,,C-R
10,3:49,0,0,1,2,
11,6:27,0,0,1,3,
12,4:30,0,0,1,2,
13,3:29,0,0,1,4,
14,3:30,1,2,1,2,
15,3:02,1,2,2,13,
16,2:45,1,2,2,18,
17,,,,,,C
18,3:10,1,3,2,18,
19,6:10,4,7,2,14,
20,,,,,,C
21,,,,,,C
22,,,,,,C
23,2:18,2,13,1,2,
24,,,,,,C-R
25,,,,,,R-C
26,3:30,2,26,1,2,
27,2:40,1,24,1,2,
28,,,,,,R
29,3:20,2,23,0,0,
30,,,,,,R
31,,,,,,C-R
