date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,1:50,0,0,0,0,
3,,,,,,C-R
4,2:40,1,4,1,6,
5,2:10,1,6,1,7,
6,1:20,1,10,1,7,
7,1:20,2,17,1,11,
8,2:50,2,14,1,17,
9,,,,,,C
10,3:30,3,15,1,5,
11,,,,,,R-C
12,3:30,1,2,1,7,
13,4:00,2,4,1,5,
14,5:20,2,4,1,3,
15,6:10,2,5,1,3,
16,1:10,2,4,0,0,
17,,,,,,R-C
18,2:40,2,7,0,0,
19,3:00,1,11,0,0,
20,2:50,1,7,0,0,
21,,,,,,C
22,,,,,,C
23,,,,,,C
24,3:20,1,2,0,0,
25,,,,,,C-R
26,3:20,1,6,0,0,
27,2:30,1,3,0,0,
28,,,,,,C
29,,,,,,C
30,,,,,,C
31,,,,,,C
