date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,3:35,3,25,4,115,
4,3:00,3,28,5,107,
5,6:13,5,37,4,100,肉眼黒点＝1
6,,,,,,M
7,,,,,,C
8,2:00,4,13,3,49,
9,,,,,,C
10,3:05,2,15,4,29,
11,,,,,,R
12,3:03,4,5,3,21,
13,3:12,2,3,4,12,
14,2:13,2,4,3,13,
15,3:35,1,6,3,26,
16,5:05,1,7,1,26,
17,5:30,1,4,1,31,
18,2:13,2,4,1,19,
19,2:18,2,3,1,9,
20,,,,,,M
21,1:25,1,1,2,13,
22,2:40,2,14,2,6,
23,,,,,,M
24,3:20,3,43,2,3,
25,,,,,,C
26,,,,,,C
27,3:50,4,65,1,4,
28,2:20,5,106,3,18,肉眼黒点＝1
29,3:35,6,83,3,19,肉眼黒点＝1
30,4:10,8,91,4,21,
31,3:33,6,64,3,16,
