date,time,ng,nf,sg,sf,remarks
1,2:10,0,0,1,2,
2,2:32,0,0,1,2,
3,,,,,,C-R
4,4:53,0,0,1,3,
5,1:30,1,2,1,2,
6,3:10,1,3,1,2,
7,,,,,,C
8,1:20,0,0,1,2,
9,,,,,,C-R
10,2:38,2,6,0,0,
11,,,,,,R
12,,,,,,R
13,,,,,,R
14,,,,,,R
15,,,,,,C-R
16,2:15,1,6,0,0,
17,4:40,1,4,0,0,
18,2:43,1,3,0,0,
19,2:32,1,2,0,0,
20,2:23,1,1,1,7,
21,2:30,0,0,1,20,
22,4:05,0,0,1,29,
23,2:24,0,0,1,27,
24,2:00,1,1,1,21,
25,1:21,1,1,1,19,
26,3:10,1,1,1,13,
27,2:24,0,0,1,8,
28,2:32,1,2,1,7,
29,,,,,,R
30,,,,,,M
31,2:50,2,4,1,1,
