date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,4:15,1,5,0,0,
3,,,,,,R
4,2:20,2,6,1,2,
5,1:40,2,4,0,0,
6,,,,,,C-R
7,,,,,,C
8,,,,,,R
9,4:11,1,2,1,4,
10,6:31,1,2,2,6,
11,2:34,1,2,2,6,
12,3:53,2,4,2,17,
13,6:00,1,1,3,15,
14,3:00,0,0,3,12,
15,3:46,1,2,3,19,
16,,,,,,C
17,,,,,,R-C
18,,,,,,C
19,4:02,1,8,2,16,
20,2:30,1,3,2,11,
21,,,,,,M
22,2:21,2,15,2,10,
23,2:45,2,19,3,12,
24,,,,,,C-R
25,,,,,,R
26,4:26,3,26,2,21,
27,3:55,4,19,3,31,
28,2:20,3,16,2,42,
29,2:30,2,18,2,28,
30,3:31,2,19,1,25,
