date,time,ng,nf,sg,sf,remarks
1,3:49,4,73,0,0,
2,,,,,,C-R
3,5:02,3,52,0,0,
4,2:24,4,59,0,0,
5,2:50,4,45,1,4,
6,,,,,,C
7,2:52,3,41,1,9,
8,2:23,2,31,1,4,
9,3:50,2,29,0,0,
10,3:21,2,17,0,0,
11,2:22,1,3,1,4,
12,2:58,0,0,1,5,
13,2:30,1,3,1,1,
14,4:28,0,0,0,0,
15,2:13,0,0,0,0,
16,5:09,1,8,0,0,
17,4:00,1,11,2,6,
18,4:48,1,20,2,9,
19,,,,,,R-C
20,,,,,,R
21,,,,,,R
22,,,,,,R
23,,,,,,C
24,2:40,4,27,1,3,
25,,,,,,C-R
26,4:00,5,20,0,0,
27,2:32,5,18,0,0,
28,3:43,4,12,0,0,
29,3:07,3,8,1,4,
30,2:32,4,12,1,4,
31,,,,,,C
