date,time,ng,nf,sg,sf,remarks
1,0:40,4,28,4,21,
2,3:08,3,34,3,17,
3,,,,,,C
4,,,,,,C
5,2:30,4,21,6,49,
6,2:32,4,24,5,58,肉眼黒点＝1
7,,,,,,C
8,4:35,5,51,4,66,肉眼黒点＝2
9,3:10,5,70,5,63,肉眼黒点＝3
10,,,,,,C
11,,,,,,C
12,3:03,6,62,5,50,肉眼黒点＝1
13,4:03,4,49,6,45,
14,3:08,3,41,4,33,
15,3:17,3,31,5,24,
16,2:30,2,34,6,18,
17,,,,,,C
18,,,,,,R
19,,,,,,R
20,,,,,,C-R
21,4:03,3,14,3,13,
22,3:50,2,21,3,17,
23,4:40,3,17,3,23,
24,3:43,3,19,3,19,
25,,,,,,C
26,,,,,,C
27,4:00,3,9,3,18,
28,,,,,,C
29,3:53,2,16,5,39,
30,3:00,3,29,6,49,
