date,time,ng,nf,sg,sf,remarks
1,2:50,0,0,0,0,
2,2:30,0,0,0,0,
3,4:50,0,0,1,1,
4,2:50,0,0,0,0,
5,2:40,0,0,0,0,
6,2:50,0,0,1,2,
7,2:10,0,0,0,0,
8,2:35,0,0,0,0,
9,2:25,0,0,0,0,
10,4:20,0,0,1,2,
11,2:40,0,0,0,0,
12,3:50,0,0,0,0,
13,3:50,0,0,0,0,
14,,,,,,R
15,4:17,0,0,0,0,
16,5:25,0,0,0,0,
17,2:15,0,0,1,1,
18,2:28,0,0,0,0,
19,,,,,,C
20,,,,,,R
21,2:12,0,0,0,0,
22,3:02,0,0,0,0,
23,,,,,,C
24,4:10,0,0,2,15,
25,2:18,0,0,2,29,
26,3:30,0,0,3,33,
27,2:53,0,0,3,32,
28,2:55,0,0,3,28,
29,2:03,0,0,3,21,
30,,,,,,C-R
31,4:52,0,0,2,12,
