date,time,ng,nf,sg,sf,remarks
1,3:30,4,61,7,23,
2,3:20,5,49,5,30,
3,4:10,4,39,5,32,
4,3:20,4,25,4,21,
5,3:14,3,13,4,26,
6,3:10,3,15,5,19,
7,3:13,4,16,4,18,
8,3:12,4,21,2,16,
9,,,,,,R
10,,,,,,R-C
11,3:11,2,11,3,10,
12,3:30,1,5,2,11,
13,3:14,1,2,2,17,
14,,,,,,R
15,,,,,,R
16,,,,,,R
17,3:00,2,6,3,13,
18,3:10,1,5,3,8,
19,,,,,,M
20,3:13,1,6,4,13,
21,4:15,1,4,4,23,
22,2:33,2,6,4,35,
23,3:00,1,10,3,65,
24,,,,,,C
25,,,,,,C
26,3:18,2,12,3,63,
27,,,,,,M
28,,,,,,M
29,,,,,,C
30,3:14,2,12,3,28,
