date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:05,0,0,1,4,
3,4:55,0,0,1,4,
4,2:50,0,0,1,4,
5,1:00,0,0,1,4,
6,3:10,0,0,1,3,
7,3:10,0,0,1,2,
8,,,,,,R-C
9,2:20,0,0,1,3,
10,3:35,0,0,1,3,
11,1:40,0,0,1,2,
12,1:40,0,0,1,2,
13,2:50,0,0,1,2,
14,,,,,,C
15,,,,,,R
16,,,,,,C
17,2:25,1,30,0,0,
18,4:20,1,28,0,0,
19,3:55,1,32,0,0,
20,3:20,1,34,0,0,
21,1:50,2,28,0,0,
22,,,,,,M
23,3:30,2,34,0,0,
24,2:20,2,38,0,0,
25,,,,,,R
26,4:25,2,23,0,0,
27,3:40,2,15,0,0,
28,4:05,1,18,0,0,
29,3:05,1,2,1,2,
30,,,,,,M
31,2:00,2,20,1,2,
