date,time,ng,nf,sg,sf,remarks
1,3:40,1,2,2,11,24
2,,,,,,R
3,3:20,0,0,2,23,64
4,,,,,,C
5,3:46,0,0,4,65,92
6,3:32,0,0,3,71,68
7,3:16,1,4,3,87,82
8,,,,,,R
9,3:44,0,0,1,31,30
10,3:38,0,0,1,18,25
11,3:44,1,1,2,13,26
12,3:20,1,2,1,6,18
13,0:00,1,1,1,2,7
14,3:10,0,0,0,0,7
15,3:13,1,3,1,4,25
16,,,,,,C
17,3:11,1,20,1,10,34
18,,,,,,C
19,3:16,3,33,1,3,42
20,6:40,2,44,1,2,肉眼黒点=1
21,,,,,,M
22,3:20,2,34,2,2,53
23,3:20,2,32,2,2,47
24,3:24,2,14,3,14,57
25,3:12,2,9,3,32,64
26,,,,,,M
27,3:52,2,7,3,22,51
28,,,,,,C-R
29,,,,,,R-C
30,3:12,1,10,1,3,21
31,,,,,,
