date,time,ng,nf,sg,sf,remarks
1,5:33,1,33,1,1,
2,2:10,2,33,1,1,
3,0:33,3,26,0,0,
4,3:40,3,27,0,0,
5,1:24,3,20,1,2,
6,0:58,4,13,1,2,
7,0:10,2,14,1,2,
8,0:12,1,10,1,2,
9,0:02,1,5,1,2,
10,1:09,1,2,1,2,
11,,,,,,C
12,0:06,0,0,1,6,
13,1:07,0,0,1,8,
14,4:32,0,0,1,1,
15,0:03,0,0,0,0,
16,0:00,0,0,0,0,
17,3:17,0,0,0,0,
18,4:32,0,0,0,0,
19,0:06,0,0,0,0,
20,2:11,0,0,1,1,
21,0:04,1,2,0,0,
22,0:07,2,5,0,0,
23,0:01,4,8,1,4,
24,0:14,3,4,1,6,
25,0:04,2,3,1,7,
26,2:32,3,12,2,7,
27,2:24,2,9,1,3,
28,2:42,2,7,0,0,
29,1:04,3,6,0,0,
30,2:44,1,2,0,0,
31,1:07,0,0,0,0,
