date,time,ng,nf,sg,sf,remarks
1,2:38,4,73,3,17,
2,5:57,5,56,4,22,肉眼黒点＝1
3,3:30,3,51,4,20,肉眼黒点＝1
4,,,,,,S
5,4:05,3,27,7,39,肉眼黒点＝1
6,4:00,3,18,6,44,肉眼黒点＝1
7,3:25,3,19,7,64,
8,,,,,,M
9,,,,,,C
10,,,,,,C
11,3:20,3,6,7,55,肉眼黒点＝1
12,3:30,2,4,3,45,肉眼黒点＝1
13,,,,,,C
14,3:25,3,9,4,40,
15,3:50,2,4,4,33,
16,,,,,,C
17,,,,,,C
18,3:15,0,0,4,13,
19,3:20,2,7,3,6,
20,3:24,4,22,3,6,
21,,,,,,M
22,,,,,,M
23,,,,,,M
24,,,,,,M
25,,,,,,M
26,3:23,5,56,5,22,肉眼黒点＝1
27,3:25,5,63,4,8,
28,3:30,6,59,3,11,
29,2:20,5,34,3,21,
30,,,,,,C
31,3:20,4,26,6,19,
