date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,2:25,5,51,5,51,
3,,,,,,M
4,0:54,7,82,4,53,
5,0:44,6,62,4,26,
6,5:43,4,56,5,21,
7,0:44,6,64,5,19,
8,4:56,4,67,3,4,
9,2:52,4,62,2,4,
10,,,,,,R
11,1:04,4,83,2,4,
12,,,,,,C
13,2:23,4,86,4,17,
14,4:16,4,66,3,7,
15,5:53,2,44,2,6,
16,2:08,3,47,2,4,
17,0:45,4,40,1,2,
18,1:05,5,36,0,0,
19,4:10,4,38,1,2,
20,1:27,4,41,0,0,
21,2:30,4,44,1,2,
22,0:45,5,48,1,3,
23,1:44,5,48,2,5,
24,4:19,5,50,3,8,
25,1:07,5,45,3,13,
26,1:07,6,44,4,16,
27,1:30,4,44,3,12,
28,,,,,,S
