date,time,ng,nf,sg,sf,remarks
1,14:30,5,15,8,41,
2,,,,,,R
3,11:15,5,13,6,40,
4,12:20,5,18,5,49,
5,10:15,7,20,5,60,
6,11:00,7,23,4,72,
7,,,,,,S
8,,,,,,M
9,11:15,5,21,6,106,
10,,,,,,C
11,14:00,5,41,6,55,
12,12:30,6,49,6,36,
13,,,,,,M
14,10:45,9,57,4,14,
15,13:45,8,56,4,7,
16,13:45,7,57,4,10,
17,12:15,7,39,5,11,
18,,,,,,C
19,11:30,5,16,5,17,
20,9:35,4,13,6,27,
21,10:30,3,12,8,44,
22,11:10,3,10,8,92,
23,10:00,4,8,8,75,
24,,,,,,R
25,15:30,3,17,11,101,
26,11:00,2,14,10,72,
27,12:45,2,10,8,39,
28,13:30,2,13,5,26,
