date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,R
3,3:50,5,29,6,64,
4,,,,,,C
5,,,,,,R
6,4:00,7,32,5,44,肉眼黒点＝1
7,,,,,,C
8,,,,,,C
9,,,,,,C
10,,,,,,C
11,,,,,,C
12,,,,,,C
13,3:45,5,25,6,25,
14,3:10,4,26,3,8,
15,3:35,4,22,2,4,
16,3:50,4,31,1,4,
17,4:55,4,26,2,4,
18,3:45,7,38,1,2,
19,3:28,5,41,0,0,
20,3:31,4,24,0,0,
21,6:09,4,24,1,9,
22,4:03,2,16,3,8,
23,,,,,,C
24,3:50,2,19,2,5,
25,4:18,2,8,2,9,
26,5:21,2,8,2,18,
27,3:30,1,1,2,30,
28,3:15,1,1,4,58,
29,4:15,1,2,4,67,
30,2:05,1,1,5,76,肉眼黒点＝1
31,,,,,,C
