date,time,ng,nf,sg,sf,remarks
1,4:23,4,10,6,68,naked eye=1c
2,,,,,,R
3,,,,,,R
4,,,,,,R
5,0:23,3,11,5,35,
6,3:32,1,2,5,15,
7,,,,,,C
8,1:55,1,2,5,12,
9,3:18,1,3,4,20,
10,0:03,1,3,5,41,
11,3:53,2,12,4,44,
12,,,,,,C
13,3:51,5,36,4,48,
14,4:13,5,42,5,51,
15,-37,5,34,5,61,naked eye=1c
16,0:02,6,32,6,70,
17,0:26,7,32,5,76,naked eye=1c
18,,,,,,M
19,2:43,6,32,6,78,
20,0:05,7,48,6,61,
21,2:02,4,38,5,26,naked eye
22,2:10,4,45,5,41,"naked eye=1b,1c"
23,0:36,4,48,6,73,"naked eye=1a,1b"
24,1:34,4,44,7,95,"naked eye=1a,1c"
25,0:12,5,39,7,108,naked eye=1a
26,2:03,5,28,8,153,"naked eye=1b,1c"
27,3:56,6,26,8,135,"naked eye=1b,2c"
28,3:25,5,21,8,116,naked eye=2c
29,-36,4,22,7,110,naked eye=1c
30,,,,,,M
31,-19,4,46,7,74,
