date,time,ng,nf,sg,sf,remarks
1,2:38,1,38,4,32,
2,2:34,1,28,3,17,
3,5:03,1,21,3,22,
4,,,,,,C
5,2:45,3,19,3,24,
6,2:16,3,13,3,18,
7,2:37,2,7,5,31,
8,2:17,2,12,5,23,
9,2:46,4,16,4,16,
10,,,,,,C
11,,,,,,R
12,2:29,5,29,3,17,
13,2:49,4,45,3,19,
14,2:53,5,53,2,16,
15,2:42,4,39,4,17,
16,2:33,5,50,6,37,
17,,,,,,M
18,4:35,3,26,4,18,
19,,,,,,C-R
20,3:30,4,15,2,13,
21,,,,,,M
22,2:22,4,21,3,16,
23,3:12,3,13,3,23,
24,4:53,3,15,2,24,
25,2:59,2,15,3,27,
26,5:06,1,13,3,20,
27,4:50,1,8,2,9,
28,,,,,,C
29,,,,,,C
30,,,,,,C
31,2:16,1,2,3,7,
