date,time,ng,nf,sg,sf,remarks
1,3:00,0,0,0,0,
2,,,,,,C
3,3:00,0,0,0,0,
4,3:29,0,0,1,2,
5,,,,,,C
6,2:45,0,0,0,0,
7,3:07,0,0,0,0,
8,3:40,0,0,0,0,
9,,,,,,C
10,,,,,,R
11,,,,,,R
12,3:50,0,0,0,0,
13,,,,,,M
14,3:21,0,0,0,0,
15,4:08,0,0,0,0,
16,3:04,1,3,1,2,
17,2:52,2,6,0,0,
18,2:20,1,4,1,2,
19,2:40,0,0,1,4,
20,3:50,0,0,1,2,
21,2:59,0,0,0,0,
22,3:40,0,0,0,0,
23,2:35,0,0,0,0,
24,,,,,,C
25,,,,,,R
26,2:59,0,0,0,0,
27,3:09,0,0,0,0,
28,2:10,0,0,0,0,
29,,,,,,R-C
30,3:20,0,0,0,0,
31,,,,,,R
