date,time,ng,nf,sg,sf,remarks
1,4:16,3,34,0,0,
2,,,,,,R-C
3,2:31,2,39,0,0,
4,2:45,3,40,0,0,
5,3:22,4,33,0,0,
6,3:09,2,23,0,0,
7,2:50,2,12,1,4,
8,,,,,,R
9,,,,,,C-R
10,,,,,,C
11,2:09,1,3,3,8,
12,4:30,0,0,2,5,
13,2:40,0,0,1,2,
14,,,,,,C-R
15,5:04,2,5,1,2,
16,3:40,2,6,0,0,
17,,,,,,R
18,,,,,,C-R
19,5:00,1,7,0,0,
20,3:10,2,7,0,0,
21,3:20,3,19,0,0,
22,,,,,,C
23,,,,,,C
24,3:30,2,11,0,0,
25,,,,,,C
26,3:40,4,16,0,0,
27,2:00,4,11,0,0,
28,2:07,3,13,0,0,
29,2:40,3,8,0,0,
30,2:31,3,11,0,0,
