date,time,ng,nf,sg,sf,remarks
1,1:29,4,25,7,127,"naked eye=1a,1c"
2,1:59,4,27,8,160,naked eye=1a
3,4:30,2,13,9,106,naked eye=1b
4,1:18,4,18,6,106,naked eye=1c
5,1:44,2,15,5,88,
6,,,,,,M
7,,,,,,M
8,5:10,2,51,5,21,
9,2:13,3,63,7,26,naked eye=1c
10,,,,,,S
11,4:10,2,55,5,21,naked eye=1c
12,3:57,4,67,7,40,naked eye=1c
13,2:20,3,58,7,41,
14,,,,,,C
15,,,,,,C-R
16,,,,,,C
17,,,,,,C
18,,,,,,C
19,,,,,,C
20,5:10,4,18,10,135,
21,4:20,6,35,7,139,naked eye=1c
22,2:03,5,37,11,155,naked eye=1b
23,2:10,4,34,9,133,"naked eye=1b,1c"
24,2:07,4,19,8,142,"naked eye=1b,1c"
25,6:22,4,25,9,122,"naked eye=1b,1c"
26,1:11,5,24,8,112,naked eye=1b
27,3:54,4,32,6,101,naked eye=1b
28,,,,,,R
