date,time,ng,nf,sg,sf,remarks
1,3:32,4,31,6,24,93
2,1:27,6,31,5,14,83
3,5:23,5,34,3,5,95
4,,,,,,R
5,2:03,5,33,4,9,76
6,0:12,5,49,2,5,67
7,0:06,5,58,1,4,90
8,0:50,6,64,1,1,99
9,0:40,5,65,1,5,85
10,,,,,,R
11,2:46,6,40,2,23,85
12,5:47,4,25,2,31,78
13,0:07,6,33,3,43,65
14,0:23,4,26,2,29,62
15,5:22,4,22,2,23,72
16,0:12,4,25,3,28,70
17,0:08,4,22,3,28,66
18,0:31,4,15,3,26,72
19,3:55,4,25,2,12,64
20,0:03,4,28,1,13,51
21,,,,,,C
22,,,,,,C
23,0:20,6,18,4,19,85
24,0:18,6,21,4,16,82
25,0:38,5,39,5,17,70
26,0:11,4,15,3,16,53
27,0:03,3,12,2,13,50
28,,,,,,R
29,1:21,3,4,4,13,48
30,0:17,3,4,4,9,44
31,4:25,2,7,4,6,70
