date,time,ng,nf,sg,sf,remarks
1,2:20,0,0,1,3,
2,,,,,,M
3,2:25,0,0,1,8,
4,2:58,0,0,1,3,
5,7:20,0,0,1,4,
6,,,,,,C-R
7,6:40,0,0,0,0,
8,3:51,0,0,0,0,
9,3:38,0,0,0,0,
10,,,,,,C
11,,,,,,C-R
12,5:20,0,0,0,0,
13,2:47,0,0,0,0,
14,3:47,0,0,0,0,
15,2:16,0,0,0,0,
16,,,,,,C
17,2:27,0,0,0,0,
18,3:00,0,0,0,0,
19,3:06,0,0,0,0,
20,1:39,0,0,0,0,
21,3:50,0,0,0,0,
22,2:13,0,0,0,0,
23,3:40,0,0,0,0,
24,,,,,,C
25,3:44,0,0,0,0,
26,3:09,0,0,0,0,
27,3:23,0,0,0,0,
28,1:56,1,6,0,0,
29,,,,,,C
30,,,,,,R
