date,time,ng,nf,sg,sf,remarks
1,4:48,5,12,6,35,
2,,,,,,C
3,,,,,,M
4,,,,,,C
5,3:34,8,51,6,45,
6,3:17,6,59,8,39,
7,4:16,7,66,9,41,
8,2:24,9,59,5,35,
9,0:53,10,78,8,43,
10,3:16,8,72,5,34,
11,2:44,10,70,4,32,
12,1:29,11,85,4,35,
13,,,,,,S
14,5:10,8,49,7,40,
15,,,,,,M
16,,,,,,M
17,,,,,,M
18,1:41,3,20,4,45,
19,0:52,3,31,5,38,
20,0:37,4,29,4,36,
21,,,,,,S
22,3:47,4,31,6,39,
23,2:44,3,22,6,45,
24,1:15,4,26,6,42,
25,1:19,4,15,5,35,
26,1:11,5,17,5,29,
27,4:46,4,16,4,25,
28,1:21,7,26,6,31,
29,,,,,,C
30,,,,,,C
31,0:21,9,59,3,26,
