date,time,ng,nf,sg,sf,remarks
1,3:54,1,7,0,0,
2,,,,,,C-R
3,,,,,,C-R
4,3:40,0,0,0,0,
5,3:13,0,0,0,0,
6,,,,,,C-R
7,3:56,0,0,0,0,
8,3:26,0,0,0,0,
9,3:11,0,0,0,0,
10,0:25,0,0,0,0,
11,,,,,,R
12,3:31,0,0,0,0,
13,3:20,0,0,0,0,
14,,,,,,R
15,3:36,1,2,0,0,
16,5:10,1,2,0,0,
17,1:20,1,3,0,0,
18,3:40,2,8,0,0,
19,,,,,,C
20,,,,,,R-C
21,2:40,3,10,0,0,
22,3:45,2,6,0,0,
23,2:52,1,9,0,0,
24,2:40,1,8,0,0,
25,3:52,1,15,0,0,
26,3:58,1,13,1,1,
27,3:25,1,9,1,1,
28,4:04,1,6,1,3,
29,,,,,,C-R
30,,,,,,R
31,2:57,0,0,1,3,
