date,time,ng,nf,sg,sf,remarks
1,5:00,8,46,3,20,
2,4:45,6,33,4,33,
3,,,,,,C
4,0:55,6,25,4,38,
5,3:30,4,21,5,48,
6,4:30,5,19,5,52,
7,4:10,4,12,4,31,
8,4:25,4,14,5,47,
9,1:50,6,36,7,57,
10,5:20,6,33,6,51,
11,,,,,,C
12,3:20,5,26,4,16,
13,2:15,5,26,2,2,
14,,,,,,C
15,,,,,,M
16,2:15,3,51,0,0,
17,,,,,,S
18,7:15,3,32,0,0,
19,1:25,1,25,1,3,
20,1:00,1,22,1,9,
21,,,,,,M
22,4:10,3,25,1,3,
23,4:45,3,28,1,6,
24,6:00,2,24,1,6,
25,2:10,3,29,2,7,
26,2:10,3,29,4,24,
27,,,,,,R
28,2:00,2,9,3,15,
29,2:25,3,14,2,5,
