date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,R
3,2:54,0,0,1,4,
4,,,,,,R
5,2:20,0,0,1,3,
6,3:50,0,0,1,3,
7,3:20,0,0,1,3,
8,2:23,0,0,1,4,
9,2:50,0,0,1,13,
10,,,,,,R-C
11,,,,,,R-C
12,,,,,,C-R
13,,,,,,C
14,,,,,,R
15,4:40,0,0,1,11,
16,2:41,1,2,1,14,
17,4:30,0,0,1,9,
18,5:30,0,0,1,5,
19,5:30,0,0,1,2,
20,,,,,,C
21,,,,,,C
22,2:50,0,0,0,0,
23,3:12,0,0,0,0,
24,3:16,0,0,0,0,
25,,,,,,M
26,7:04,0,0,0,0,
27,3:47,0,0,0,0,
28,2:28,0,0,1,2,
29,2:06,0,0,1,5,
30,4:23,0,0,2,5,
31,2:29,0,0,1,1,
