date,time,ng,nf,sg,sf,remarks
1,3:58,3,30,1,50,15
2,,,,,,C
3,,,,,,M
4,,,,,,R
5,,,,,,C
6,3:20,1,16,4,52,75
7,3:20,1,13,5,38,76
8,3:30,1,6,5,75,71
9,3:00,1,3,5,78,肉眼黒点=168
10,,,,,,R
11,3:20,1,1,4,71,62
12,,,,,,R
13,3:16,0,0,2,42,41
14,3:14,0,0,1,29,37
15,,,,,,R
16,,,,,,C
17,,,,,,R
18,3:10,1,2,1,1,15
19,3:16,1,6,1,7,32
20,3:17,1,15,1,17,42
21,,,,,,C
22,,,,,,M
23,3:20,1,48,2,18,72
24,,,,,,C
25,3:20,1,35,3,30,67
26,5:53,1,39,2,42,67
27,3:20,1,33,2,38,67
28,3:20,1,25,1,40,60
29,,,,,,M
30,3:18,1,8,3,20,42
