date,time,ng,nf,sg,sf,remarks
1,2:18,1,22,3,19,
2,4:05,1,11,3,21,
3,3:40,1,5,3,24,
4,,,,,,R-S
5,2:46,2,4,3,32,
6,2:40,2,4,2,27,
7,3:08,0,0,3,28,
8,2:50,0,0,2,17,
9,0:52,0,0,1,13,
10,2:35,0,0,1,8,
11,,,,,,M
12,2:49,0,0,2,12,
13,3:59,0,0,3,15,
14,,,,,,C-R
15,3:40,1,2,2,16,
16,2:19,1,3,2,9,
17,2:56,1,2,3,12,
18,3:12,1,4,5,28,
19,,,,,,C-R
20,3:02,1,1,4,49,
21,3:12,0,0,5,47,
22,3:37,0,0,5,37,
23,7:30,0,0,2,28,
24,2:27,1,2,3,21,
25,2:20,1,13,2,12,
26,3:40,2,17,1,4,
27,,,,,,R
28,3:20,1,8,1,4,
29,2:45,1,6,2,4,
30,,,,,,M
