date,time,ng,nf,sg,sf,remarks
1,2:35,1,2,3,11,
2,,,,,,M
3,3:55,1,2,3,12,
4,3:00,1,2,2,6,
5,2:20,1,2,2,9,
6,2:20,2,11,3,15,
7,,,,,,R-C
8,5:30,2,14,3,39,
9,3:10,2,10,4,40,
10,5:30,2,17,5,46,
11,,,,,,C
12,,,,,,C
13,3:19,3,17,5,40,
14,5:22,3,14,6,27,
15,2:27,3,19,2,9,
16,2:42,2,12,1,5,
17,2:09,2,13,3,10,
18,,,,,,C
19,2:22,2,4,5,19,
20,2:40,1,2,5,15,
21,,,,,,C
22,,,,,,R-C
23,5:00,2,5,0,0,
24,3:27,1,4,1,3,
25,4:20,1,5,1,6,
26,2:30,1,6,2,8,
27,2:47,1,4,2,5,
28,,,,,,C
29,2:42,2,6,1,6,
30,,,,,,C
